#Please wait 3[s]#Please wait 2[s]#Please wait 1[s]#Please wait 0[s]
50.751560  8.000000 27.216084 -28.723505  0.128315  0.111633  4.000000  3.996883 14.723885
50.859142  2.000000 -39.881916 -51.740044  0.126594  0.091425  4.000000  3.991241 -51.963619
50.946381 -3.000000 -15.116693 -72.146408  0.129774  0.076268  4.000000  3.997185 -27.165573
50.989288 -5.000000 -22.664066 -81.537781  0.131877  0.071942  4.000000  3.996497 -34.501034
51.054008 -8.000000 17.161488 -90.373329  0.126912  0.057974  3.000000  3.088997  5.988254
51.162094 -13.000000 -3.357469 -113.676033  0.123750  0.046878  3.000000  3.008854 -14.130037
51.246365 -12.000000  1.818768 -115.827888  0.124310  0.058802  4.000000  3.919347 -8.497393
51.353977 -12.000000 -34.338223 -122.347008  0.116910  0.068078  4.000000  3.988427 -44.205177
51.419201 -13.000000 -20.104767 -127.576492  0.116177  0.066671  5.000000  4.913704 -29.585461
51.526375 -15.000000 -24.447542 -137.336502  0.116902  0.062864  6.000000  5.906750 -33.503311
51.611645 -18.000000 -6.365587 -150.759201  0.120190  0.055416  6.000000  5.994379 -14.756635
51.676369 -19.000000 -15.059834 -156.338120  0.121343  0.054505  6.000000  6.000215 -22.979845
51.761604 -18.000000 -13.844130 -153.687759  0.123708  0.059585  6.000000  6.000881 -21.279308
51.826809 -18.000000 -24.149557 -156.439041  0.124962  0.063501  6.000000  5.998946 -31.140820
51.934143 -16.000000 -18.790279 -150.396545  0.127067  0.072593  6.000000  5.999547 -25.378681
52.019215 -13.000000 -23.369770 -133.754684  0.129232  0.075453  5.000000  5.081974 -29.682369
52.083992 -12.000000  7.530334 -130.629898  0.131017  0.079845  5.000000  5.011065  1.808184
52.169632 -9.000000 -3.699682 -118.315239  0.129324  0.088838  4.000000  4.085943 -9.256648
52.211678 -8.000000 -1.108804 -115.664772  0.129703  0.093893  4.000000  4.008635 -6.427127
52.254025 -6.000000 -13.869835 -106.093018  0.131890  0.097948  4.000000  3.999029 -19.071693
52.339260 -4.000000 -7.256086 -94.052147  0.149409  0.098507  4.000000  3.999297 -12.326036
52.424007  0.000000 -12.333171 -75.783569  0.153738  0.107842  4.000000  3.997735 -17.444689
52.469185  2.000000 25.902548 -67.585663  0.154681  0.113823  3.000000  3.089082 21.117605
52.512077  4.000000 11.144518 -60.148422  0.152414  0.120867  3.000000  3.009238  6.197600
52.554001  6.000000 14.877760 -52.699776  0.149017  0.127883  2.000000  2.086791  9.848926
52.596367  7.000000 -6.317390 -49.981659  0.150093  0.132799  2.000000  2.004806 -11.587346
52.683998 12.000000  6.103957 -26.926167  0.147752  0.144060  1.000000  1.083445  0.650790
52.726353 14.000000  1.020363 -19.005810  0.149859  0.150372  0.000000  0.088502 -4.734159
52.791527 16.000000 40.589619 -11.872273  0.152307  0.157770  0.000000  0.012646 34.959511
52.834435 19.000000 26.131111  2.657813  0.154038  0.163511  0.000000  0.002507 20.070053
52.876377 21.000000 30.305195 11.957602  0.155893  0.167870 -1.000000 -0.913891 23.906921
52.941559 24.000000 12.795210 29.161234  0.161527  0.169885 -1.000000 -0.995029  5.852129
53.006374 26.000000 21.844112 41.227074  0.167928  0.170399 -1.000000 -1.000209 14.491538
53.091534 29.000000 17.728651 51.736050  0.171456  0.181679 -2.000000 -1.918122  9.814620
53.156796 32.000000 54.922085 61.376930  0.174767  0.194106 -2.000000 -1.988256 46.829987
53.241760 34.000000 40.997849 72.724213  0.173003  0.195604 -2.000000 -1.997420 32.216072
53.306381 37.000000 44.852066 91.654503  0.167554  0.195225 -3.000000 -2.914011 35.456032
53.413998 39.000000 28.145420 100.948349  0.166748  0.199542 -3.000000 -2.994933 17.949623
53.499779 40.000000 36.353119 103.252510  0.164183  0.204908 -4.000000 -3.916315 25.541283
53.564045 43.000000 32.908321 118.728195  0.164774  0.209258 -4.000000 -3.994957 21.356314
53.649239 44.000000 61.356071 126.216187  0.162400  0.207521 -4.000000 -3.996047 49.393139
53.714020 41.000000 47.823322 110.201042  0.161379  0.203908 -3.000000 -3.082461 35.147568
53.822113 41.000000 53.601791 113.636803  0.163257  0.199196 -3.000000 -3.004552 40.359715
53.906349 40.000000 16.326870 110.575874  0.162224  0.194859 -2.000000 -2.089381  2.159953
54.014008 37.000000 30.435753 94.508827  0.162963  0.191298 -1.000000 -1.092736 15.837022
54.121559 36.000000 27.413504 92.808495  0.163220  0.185070 -1.000000 -1.009613 12.278053
54.229202 34.000000 44.266605 84.048836  0.158938  0.179990 -1.000000 -0.998781 28.866978
54.336369 29.000000 34.068039 63.679638  0.157848  0.165125 -1.000000 -0.999163 18.287470
54.421535 25.000000 40.707737 49.198727  0.157532  0.150646  1.000000  0.835144 24.789560
54.463970 22.000000 -9.505361 36.321396  0.157074  0.142569  1.000000  0.979474 -26.073402
54.529129 20.000000 10.431110 29.389353  0.153685  0.134856  1.000000  0.996378 -6.122826
54.636360 14.000000  7.893007  2.359974  0.150118  0.120408  2.000000  1.914282 -8.651494
54.741600  9.000000 11.072878 -19.524092  0.150590  0.107425  3.000000  2.909058 -5.298478
54.826366  5.000000  6.909649 -36.891376  0.151779  0.096814  4.000000  3.908545 -9.283348
54.869240  3.000000  9.239929 -46.602833  0.151676  0.092956  4.000000  3.993228 -6.695841
54.912052  2.000000 -9.681866 -50.541245  0.153908  0.089727  5.000000  4.912794 -25.559010
54.956367  1.000000 -2.555810 -54.014999  0.155218  0.085836  5.000000  4.991767 -18.139450
54.999237 -1.000000 -4.114614 -64.231949  0.156558  0.082688  5.000000  4.998465 -19.428076
55.086369 -2.000000  2.026877 -68.128868  0.160824  0.079393  6.000000  5.916752 -12.919679
55.129211 -3.000000 -1.459558 -74.860062  0.160933  0.080121  6.000000  5.993333 -16.136908
55.194431 -4.000000 -0.220307 -80.640778  0.159798  0.079500  6.000000  6.000319 -14.572875
55.299194 -7.000000 -17.689640 -89.906876  0.155285  0.066159  6.000000  5.997824 -31.841516
55.386360 -9.000000 -11.964902 -99.359962  0.149229  0.061915  5.000000  5.083279 -25.656124
55.429249 -9.000000 -14.750716 -99.943474  0.146564  0.062745  5.000000  5.005919 -28.041212
55.494007 -10.000000 -1.327275 -102.632950  0.141503  0.057722  5.000000  5.002262 -14.023234
55.601742 -12.000000 -8.683089 -110.459091  0.138868  0.051155  5.000000  5.000794 -20.949512
55.709240 -11.000000 -7.829604 -105.451447  0.138109  0.052880  5.000000  5.000725 -19.636543
55.813995 -9.000000 -10.309834 -104.040398  0.142018  0.068573  5.000000  5.000028 -21.756029
55.901646 -7.000000 -8.184472 -94.317696  0.140133  0.072430  4.000000  4.083910 -19.286249
55.944042 -6.000000 -10.242203 -92.426010  0.144335  0.078576  3.000000  3.090120 -21.045471
56.051575 -2.000000 12.150747 -80.240585  0.148331  0.096562  3.000000  3.010689  1.824606
56.094017 -1.000000  3.213669 -76.451195  0.147683  0.099998  3.000000  3.001878 -6.977066
56.156353  1.000000  4.494527 -64.425110  0.145770  0.100579  3.000000  3.001055 -5.531393
56.199177  2.000000 -1.954820 -58.989906  0.146402  0.101686  2.000000  2.083389 -11.925016
56.242092  3.000000  1.348593 -55.222507  0.145665  0.105150  2.000000  2.006880 -8.480416
56.286385  4.000000 -0.649835 -53.200760  0.144723  0.111075  2.000000  1.999853 -10.411001
56.329266  6.000000 17.172724 -44.629707  0.145560  0.116526  1.000000  1.086475  7.645573
56.414017  9.000000 11.664074 -33.619797  0.139985  0.127285  1.000000  1.008041  2.078418
56.524437 14.000000 10.263361 -15.898815  0.138019  0.146031  0.000000  0.084131  0.526329
56.631538 19.000000 33.206799  5.993277  0.133995  0.158869 -2.000000 -1.821686 23.481039
56.716354 22.000000 25.729624 14.243776  0.127173  0.173326 -3.000000 -2.900016 15.690729
56.781528 24.000000 27.386976 26.220102  0.123778  0.173963 -3.000000 -2.990713 17.092554
56.866810 24.000000 17.915270 29.196764  0.121027  0.169836 -4.000000 -3.916540  7.256355
56.931713 25.000000 22.777084 36.546612  0.124187  0.168265 -4.000000 -3.993479 11.899374
57.039249 27.000000 20.346853 49.494907  0.131389  0.167554 -4.000000 -4.000796  9.141912
57.146378 30.000000 45.506950 66.204323  0.133587  0.170254 -4.000000 -3.996719 34.204128
57.231602 31.000000 35.845356 68.014038  0.133610  0.176365 -5.000000 -4.914721 24.086128
57.296379 32.000000 39.147678 73.552193  0.131026  0.177307 -5.000000 -4.991404 27.049400
57.381527 31.000000 16.837046 64.957092  0.130919  0.180595 -5.000000 -5.002196  4.154221
57.446373 37.000000 30.591568 103.544296  0.131536  0.178828 -5.000000 -5.001436 17.538193
57.532070 37.000000 26.925880 108.481888  0.133008  0.171989 -5.000000 -5.002056 13.361597
57.596371 37.000000 53.061218 110.375389  0.134407  0.169362 -5.000000 -4.996988 39.324600
57.704029 38.000000 43.055038 120.811554  0.140025  0.163502 -4.000000 -4.082827 28.770689
57.789268 34.000000 49.987019 103.785103  0.142599  0.152570 -4.000000 -4.003879 35.400810
57.854431 35.000000  9.325539 115.736427  0.146856  0.144559 -5.000000 -4.921979 -6.100618
57.961754 34.000000 26.078867 108.561935  0.154415  0.145897 -4.000000 -4.078902 10.441862
58.046375 32.000000 22.479670 101.869392  0.152538  0.137855 -3.000000 -3.092433  6.495388
58.111546 30.000000 42.104805 95.269180  0.154079  0.129666 -3.000000 -3.005324 26.063694
58.196377 27.000000 31.978888 89.600594  0.157418  0.111383 -3.000000 -2.999762 15.670793
58.261662 24.000000 37.711529 81.922409  0.161523  0.095870 -3.000000 -2.997465 21.358805
58.346371 20.000000 -9.586569 67.434586  0.163894  0.081151 -2.000000 -2.089967 -26.468584
58.411575 18.000000  9.014646 58.402050  0.162210  0.076318 -2.000000 -2.009423 -7.701284
58.519249 14.000000  5.358719 38.178856  0.159857  0.069711 -2.000000 -2.002972 -11.278049
58.624058 10.000000 18.089693 25.830324  0.167893  0.051885  0.000000 -0.166853  1.804934
58.709240  6.000000  9.852127  9.547695  0.172358  0.039639  1.000000  0.902490 -6.235771
58.751553  4.000000 13.452668 -1.427575  0.174145  0.037555  1.000000  0.993541 -2.314697
58.796352  3.000000 -13.967472 -7.186978  0.172177  0.036900  2.000000  1.911981 -29.743746
58.839226  2.000000 -3.290535 -12.596726  0.169821  0.035747  2.000000  1.991566 -18.694427
58.881538 -1.000000 -5.472840 -31.996515  0.167702  0.036809  3.000000  2.914330 -20.547230
58.966385  0.000000  9.627495 -27.603258  0.166398  0.039413  3.000000  2.994611 -4.981481
59.076378 -3.000000  0.993502 -41.129440  0.161913  0.032096  3.000000  3.000226 -13.319942
59.181541 -4.000000  3.827126 -52.426197  0.151083  0.039341  3.000000  3.001608 -10.075280
59.269238 -5.000000 -19.083195 -60.432186  0.150359  0.041891  3.000000  2.997216 -32.842392
59.311630 -6.000000 -10.390809 -66.569023  0.148050  0.041775  3.000000  2.998909 -23.672047
59.376362 -7.000000 -13.455527 -68.323441  0.149746  0.035408  4.000000  3.914627 -26.347414
59.419216 -8.000000  1.794661 -72.149399  0.148621  0.031994  4.000000  3.994740 -10.511959
59.484001 -10.000000 -6.306895 -83.427994  0.148329  0.030341  4.000000  4.000107 -18.222685
59.591618 -12.000000 -3.177787 -93.946289  0.146522  0.027603  4.000000  4.001622 -14.562822
59.676365 -15.000000 -33.820992 -105.511642  0.143459  0.017481  5.000000  4.912247 -44.988235
59.783989 -17.000000 -22.658722 -115.323524  0.140789  0.013732  5.000000  4.991516 -33.169792
59.849239 -18.000000 -26.864557 -122.061836  0.141930  0.014475  5.000000  4.997483 -36.844566
59.934063 -18.000000 -2.271769 -122.284843  0.142936  0.014794  5.000000  5.003264 -11.420767
59.999207 -19.000000 -13.740210 -126.408333  0.138261  0.011802  4.000000  4.085390 -22.406578
60.106384 -21.000000 -9.757912 -133.475327  0.134132  0.004131  4.000000  4.009421 -17.745663
60.191525 -21.000000 -38.743652 -135.717484  0.137106  0.007335  4.000000  3.996999 -46.429443
60.256813 -20.000000 -26.288429 -133.315582  0.140092  0.012786  3.000000  3.082625 -33.297916
60.341732 -17.000000 -33.601307 -124.073204  0.140046  0.026227  3.000000  3.003871 -40.184029
60.449223 -13.000000 22.056952 -110.558800  0.141790  0.042434  2.000000  2.091720 16.486618
60.514000 -10.000000  0.325546 -99.596352  0.149547  0.053398  2.000000  2.009774 -5.078783
60.599777 -6.000000  4.325154 -80.766655  0.152886  0.062002  1.000000  1.087121 -0.801727
60.641640 -4.000000 -17.565096 -71.248360  0.151943  0.066154  1.000000  1.004889 -22.736353
60.684063 -2.000000 -7.114933 -62.668640  0.149549  0.071637  0.000000  0.083825 -12.059485
60.749271 -1.000000 -11.605527 -60.676727  0.145554  0.077641 -1.000000 -0.910730 -16.461571
60.814014  2.000000 24.861517 -45.365105  0.140427  0.082387 -2.000000 -1.903524 20.492790
60.919224  6.000000 12.135545 -27.807474  0.138690  0.092757 -3.000000 -2.906680  7.677895
61.006359  9.000000 14.379473 -10.691726  0.145854  0.094937 -3.000000 -2.991000  9.907205
61.114025 12.000000  7.848224 -0.227931  0.141100  0.106519 -4.000000 -3.915604  3.187489
61.222088 18.000000 14.769961 22.721506  0.117971  0.126755 -6.000000 -5.825305  9.929747
61.329193 22.000000 10.215521 43.872124  0.122738  0.131985 -7.000000 -6.903543  5.040874
61.436359 26.000000 51.777725 50.672577  0.125844  0.157265 -8.000000 -7.902466 46.711327
61.521568 31.000000 37.904942 74.503555  0.125718  0.167366 -8.000000 -7.990359 32.289177
61.586800 32.000000 42.764080 79.990105  0.124865  0.168382 -8.000000 -7.996819 36.749424
61.671726 36.000000 23.821051 104.193123  0.120353  0.169312 -9.000000 -8.917961 17.055584
61.781574 39.000000 34.244720 115.426338  0.113849  0.179595 -10.000000 -9.909931 26.985062
61.886360 41.000000 30.542959 127.775841  0.118869  0.179715 -9.000000 -9.078334 22.648170
61.994007 42.000000 60.103657 133.508743  0.118344  0.180386 -10.000000 -9.918835 51.914280
62.081589 41.000000 47.398724 127.499382  0.120684  0.180097 -10.000000 -9.992175 38.553406
62.143997 42.000000 52.106773 133.730911  0.126230  0.180079 -9.000000 -9.081388 42.745285
62.252064 42.000000 24.178768 133.477859  0.126225  0.180429 -10.000000 -9.926450 13.932640
62.339256 43.000000 37.056015 140.099670  0.124808  0.179871 -10.000000 -9.994782 26.344446
62.444038 41.000000 35.156715 134.102509  0.122609  0.170952 -10.000000 -10.000934 23.924412
62.551529 40.000000 47.314827 135.579865  0.128797  0.160257 -9.000000 -9.082660 35.752323
62.636375 38.000000 41.169197 127.454323  0.126817  0.154249 -9.000000 -9.006501 29.135677
62.701561 37.000000 44.722916 123.059441  0.127991  0.151705 -9.000000 -8.999214 32.340191
62.809238 34.000000 15.588951 109.108238  0.126495  0.145133 -8.000000 -8.087880  2.578622
62.916786 31.000000 26.063812 95.966278  0.128992  0.137413 -7.000000 -7.092428 12.889326
63.001743 28.000000 25.039595 80.114952  0.133498  0.133482 -7.000000 -7.008709 11.666714
63.109226 24.000000 22.114273 76.007668  0.143818  0.104236 -6.000000 -6.085538  8.624561
63.216358 16.000000 17.962509 36.798115  0.150561  0.089324 -4.000000 -4.175313  4.533113
63.324078 14.000000 20.568104 33.169075  0.157303  0.076829 -3.000000 -3.097838  7.262511
63.409225 10.000000 -7.382432 16.062269  0.159868  0.065791 -1.000000 -1.180036 -20.833900
63.471577  9.000000  3.623928 12.479619  0.160234  0.062041 -1.000000 -1.016468 -9.602336
63.559250  7.000000  0.981085  1.664148  0.161637  0.059734 -1.000000 -1.002791 -12.095216
63.602047  6.000000 14.700559 -2.550932  0.161570  0.056882  0.000000 -0.082520  1.972811
63.644077  4.000000  7.412481 -13.192494  0.162701  0.054326  0.000000 -0.006425 -5.152138
63.686367  3.000000 10.080102 -17.676300  0.162039  0.051855  0.000000  0.000740 -2.214970
63.729248  2.000000 -11.064694 -22.138653  0.162233  0.049353  0.000000 -0.002816 -23.333799
63.816357 -1.000000 -4.380267 -33.068855  0.166250  0.038339  1.000000  0.915028 -16.272465
63.859207 -2.000000 -6.568570 -36.342281  0.166644  0.034138  1.000000  0.991769 -18.164143
63.923996 -4.000000  0.877087 -43.809971  0.168868  0.027046  2.000000  1.916248 -10.277569
64.031754 -7.000000 -4.565345 -57.911076  0.169265  0.020545  2.000000  1.993203 -15.359382
64.139236 -9.000000 -2.219152 -64.728302  0.169012  0.012519  3.000000  2.916586 -12.544678
64.246361 -13.000000 -30.163776 -80.881851  0.169208  0.000064  4.000000  3.905258 -40.289097
64.331589 -16.000000 -20.785240 -93.627205  0.170268 -0.008378  5.000000  4.907150 -30.294813
64.374039 -17.000000 -24.305244 -97.082710  0.171603 -0.012324  5.000000  4.990664 -33.322418
64.481514 -19.000000 -9.209699 -107.113205  0.173205 -0.015761  5.000000  5.001043 -17.492531
64.546371 -19.000000 -15.990215 -108.460175  0.174009 -0.013837  6.000000  5.916710 -23.778528
64.632065 -18.000000 -15.419155 -109.415550  0.174003 -0.003590  5.000000  5.077630 -22.710880
64.696373 -16.000000 -16.227663 -104.136124  0.174612  0.006634  5.000000  5.006673 -23.081612
64.804016 -13.000000 -14.168770 -93.887505  0.173544  0.018641  4.000000  4.084455 -20.642830
64.889252 -10.000000 -17.578156 -85.815140  0.176609  0.033748  3.000000  3.089737 -23.788090
64.954475 -6.000000 13.692595 -71.435669  0.177138  0.048713  3.000000  3.011770  8.045966
65.039215 -4.000000  1.705173 -61.741531  0.179281  0.052621  3.000000  3.002105 -3.869454
65.146385 -1.000000  3.432189 -47.755550  0.185997  0.059270  2.000000  2.085125 -2.033643
65.189194  1.000000 -2.961509 -39.412437  0.190126  0.065095  2.000000  2.006551 -8.441122
65.231514  2.000000  0.373640 -38.271408  0.188932  0.072314  2.000000  2.000454 -5.047538
65.273994  5.000000 -2.775912 -26.374002  0.185086  0.081910  1.000000  1.082649 -8.274547
65.316803  6.000000 20.580647 -23.674002  0.183757  0.086900  1.000000  1.010202 15.294196
65.404167 11.000000 14.170757  1.504914  0.178454  0.096392  0.000000  0.085740  8.668227
65.511551 14.000000 14.640429 10.620319  0.173159  0.108762 -1.000000 -0.908315  8.928387
65.619759 19.000000 25.778666 30.515532  0.161975  0.124540 -3.000000 -2.822758 19.883131
65.726357 23.000000 24.017042 47.930004  0.157825  0.135016 -4.000000 -3.900807 17.757050
65.811577 28.000000 21.985693 73.706482  0.154159  0.142463 -5.000000 -4.908615 15.259358
65.876366 29.000000 39.998695 75.573570  0.150414  0.148549 -5.000000 -4.989725 33.036304
65.962074 35.000000 36.809189 108.528511  0.147030  0.154628 -6.000000 -5.914659 29.255920
66.026360 36.000000 38.301689 113.345833  0.141605  0.156581 -6.000000 -5.991941 30.204782
66.134003 38.000000 36.526962 114.945648  0.128209  0.171648 -7.000000 -6.915460 27.820074
